filename,index,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13
122.in,122,1.00000000124281,-0.156858519228076,0.0154527979396738,0.255938011978538,0.111632684092367,-0.0985368576230013,-0.0671798135120119,-0.322360467919258,0.0344035012331914,0.0175355816722344,0.377207572601929,0.295786460655638,0.222226372978381
123.in,123,1.00000000113192,-0.0839717846321958,0.0251782380763172,0.241410134868398,0.126189598735722,-0.139798434859518,-0.0475782656000388,-0.300410321674087,0.0100945220699461,0.0496060953490444,0.391000590930298,0.31344906223398,0.250773190714361
124.in,124,1.00000000117821,-0.224695658064578,0.0553554539597183,0.22998636440724,0.165748810143086,-0.148119120988329,-0.101882771996819,-0.348348445020941,0.0519763290612334,-0.0200407664260795,0.395697524605553,0.319537391356895,0.266832842248651
125.in,125,1.00000000114516,-0.183213925287539,0.0864916099036445,0.196341826072688,0.199283124788127,-0.185787653258669,-0.079542945252918,-0.330447379471863,0.0413963603419426,0.0046453571967703,0.410693297504129,0.331002400122495,0.29044125267196
128.in,128,1.00000000140524,-0.14119353273762,0.177481824901612,0.190152861971093,0.134823215031349,0.131186267017068,-0.0664419108439746,-0.325936727641514,0.0332720123079209,0.0176931981586024,0.32782493790635,0.252025944312909,0.302255765058565
129.in,129,1.00000000122547,-0.0960402207507601,0.209835774393599,0.175765541218827,0.177715783028462,0.102574925183601,-0.0336980157811444,-0.298606742133662,0.0213681191604218,0.0486479906379397,0.34953376292346,0.273332568749765,0.324758372752305
130.in,130,1.00000000085333,-0.229676563999472,0.229344082412579,0.170814241502795,0.185545334237937,0.0784624980848596,-0.10448849817379,-0.352576609335502,0.0505358112345956,-0.0183413431080586,0.355358278044734,0.27377183265692,0.345140082987537
131.in,131,1.00000000100405,-0.187861130123187,0.26184512390727,0.143720197983392,0.234169160225292,0.0496523474790318,-0.0823191380695704,-0.325687311900019,0.042683627564934,0.0081851874882094,0.373203853027995,0.300406588525274,0.365126394725568
132.in,132,1.00000000119773,-0.0677040931859096,0.0832090665372857,0.284924724310742,0.0539018552461342,0.106979114242682,-0.0243494050413926,-0.294205219548024,0.013069585268025,0.0611765452346855,0.340658283274148,0.273623353836006,0.230266876106155
134.in,134,1.00000000121279,-0.136231851862633,0.12709161231867,0.252995329003731,0.106130795632847,0.0561937133417377,-0.0611339355431896,-0.317734767930127,0.0268054828512127,0.0228229332416368,0.373469751301421,0.294049247808695,0.27242933241944
135.in,135,1.00000000092946,-0.100973423191822,0.155891338657841,0.230228510333903,0.137665517653235,0.0221812107098909,-0.0406605350035565,-0.297175399156698,0.0118753783749962,0.0465580668838569,0.385322772063334,0.303426323923566,0.305987000911036
137.in,137,1.00000000110675,-0.17205367437772,0.20873630404311,0.197643314689954,0.19532747947248,-0.0201766746392611,-0.0721176846205636,-0.332709018039629,0.0372478987364841,0.0084106593887711,0.405807083116743,0.328057759774306,0.34572919124826
141.in,141,1.00000000095804,-0.0922531427648033,0.0967450742701398,0.2773025139745,0.116151350572553,-0.052764795006092,-0.0396302072585036,-0.301377595230275,0.0184955550714713,0.0448247355823389,0.427778505600517,0.350839386486176,0.277970671697816
142.in,142,1.00000000091871,-0.219847507255048,0.108359628888044,0.279388417000251,0.127808407818438,-0.068979957564216,-0.110627352828215,-0.349099312387935,0.0476939202349862,-0.0214424066212816,0.43581343287907,0.355095414513886,0.289120640740327
143.in,143,1.0000000007889,-0.182876292788451,0.133049382993262,0.251052882445252,0.175924106117704,-0.110185480583431,-0.0745322331611567,-0.330801869277266,0.0390754886159201,0.0049959291832771,0.455499267822223,0.366840296884901,0.31069916595838
145.in,145,1.00000000123711,-0.0113240811162057,0.219927145059765,0.261456437354042,0.0931836499908056,0.236967342976519,0.0122339779153214,-0.267277820656795,0.0039865898128296,0.0893911262249922,0.366348080634908,0.285198420573087,0.306006039286188
146.in,146,1.00000000122603,-0.141399977709599,0.239561619813662,0.247415489426273,0.108227963698236,0.204969098536052,-0.0677400038670884,-0.322386667007263,0.030273646153196,0.0209280165307836,0.368682900476692,0.292677415006638,0.329405025309468
148.in,148,1.0000000008563,-0.223630007278949,0.285521654882405,0.219443104690637,0.16673958309366,0.150413464564951,-0.102727730688608,-0.351738517031815,0.0482785922643719,-0.0196234227324452,0.389491908565594,0.312475841246247,0.369817028997209
151.in,151,1.00000000101841,-0.0050072241182611,0.162895402136095,0.316603772924844,0.0648022174000751,0.149965671117879,0.0011151470493333,-0.284181260996292,0.005931780446152,0.0878434753731085,0.404419274743913,0.320819419589826,0.291435880711002
